"list_id","title (headline from sites)","title_name (parsed title)","year","make","modelname","modelnameq","modelno","modelnoq","deeplink"
"148810",,"McDonnell Douglas MD-900","1996","McDonnell Douglas",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/McDonnell-Douglas-MD-900/148810"
"149182","410 Hours TT, 2.0 engines","Diamond Aircraft DA42 TwinStar","2007","Diamond Aircraft","Star",,"DA42",,"www.globalplanesearch.com/listing/aircraft-for-sale/Diamond-Aircraft-DA42/149182"
"149235","2002 GLASTAR","Stoddard-Hamilton Glastar","2002","Stoddard-Hamilton","Glastar",,,,"www.aviationclassifieds.com/2002-Stoddard-Hamilton-Glastar-for-sale/149235"
"149312","Classic Waco for Sale","Waco YMF-5 Classic","2008","Waco","Classic",,"YMF","YMF-5","www.globalplanesearch.com/listing/aircraft-for-sale/Waco-YMF-5/149312"
"149313","For sale","Aeronca 7AC","1946","Aeronca",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Aeronca-7AC/149313"
"149314","Helicopter Enstrom FX 280 Shark","Enstrom F-280FX","1988","Enstrom","Shark",,"F-280","F-280FX","www.globalplanesearch.com/listing/aircraft-for-sale/Enstrom-F-280FX/149314"
"149315","R22 and R44","Robinson R-22 Beta II","2006","Robinson","Beta",,"R-22",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Beta-II/149315"
"149316",,"Eurocopter EC 155B","2001","Eurocopter",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-EC-155B/149316"
"149317","DHC8-311 SN 300 SALE BY OWNER","de Havilland DHC-8-311","1991","de Havilland",,,"DHC-8","DHC-8-311","www.globalplanesearch.com/listing/aircraft-for-sale/de-Havilland-DHC-8-311/149317"
"149420","Helicopter Enstrom F 280FX Shark","Enstrom F-280FX Shark","1988","Enstrom","Shark",,"F-280","F-280FX","www.globalplanesearch.com/listing/aircraft-for-sale/Enstrom-F-280FX/149420"
"149421",,"Learjet 24D","1974","Learjet",,,"20","24D","www.globalplanesearch.com/listing/aircraft-for-sale/Learjet-24D/149421"
"149422","New 2014 Airbus A320-214 (Single or Multi Units Available)","Airbus A320-214","2014","Airbus",,,"A320","A320-214","www.globalplanesearch.com/listing/aircraft-for-sale/Airbus-A320-214/149422"
"149509","RARE OPPORTUNITY","de Havilland DH-114 Heron","1955","de Havilland","Heron",,"DH-114",,"www.globalplanesearch.com/listing/aircraft-for-sale/de-Havilland-DH-114/149509"
"149514","2013 X-AIR LS","X-Air LS","2013","X-Air","LS",,,,"www.aviationclassifieds.com/2013-X-Air-LS-for-sale/149514"
"149543",,"Aces High Cuby II","1990","Aces High",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Aces-High-Cuby-II/149543"
"149544","Project 1956/172 and 1967 T 41","Cessna 172/T-41 Mescalero","1956","Cessna","Mescalero",,"172","172/T-41","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-172/149544"
"149828",,"Eurocopter EC 120","2001","Eurocopter",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-EC-120/149828"
"149977","Piaggio Avanti P-180","Piaggio P.180 Avanti","2002","Piaggio","Avanti",,"P.180",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piaggio-P180/149977"
"149978","1983 Lockheed L-1011","Lockheed L-1011 Tristar","1983","Lockheed","Tristar",,"L-1011",,"www.globalplanesearch.com/listing/aircraft-for-sale/Lockheed-L-1011/149978"
"149979",,"Lockheed L-1011 Tristar","1982","Lockheed","Tristar",,"L-1011",,"www.globalplanesearch.com/listing/aircraft-for-sale/Lockheed-L-1011/149979"
"149980","2008 Challenger 850","Bombardier Challenger 850","2008","Bombardier","Challenger",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-Challenger-850/149980"
"149981","1998 Hawker 800XP","Hawker Siddeley 125-800XP","1998","Raytheon",,,"125","125-800XP","www.globalplanesearch.com/listing/aircraft-for-sale/Raytheon-Hawker-800XP/149981"
"149982","1985 Hawker 800SP","Hawker Siddeley 125-800XP","1985","Raytheon",,,"125","125-800XP","www.globalplanesearch.com/listing/aircraft-for-sale/Raytheon-Hawker-800SP/149982"
"149983",,"Cessna 525A Citation CJ2","2004","Cessna","Citation",,"5??","525A","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-CJ2/149983"
"149984",,"Bombardier BD-700 Global Express","2002","Bombardier","Global Express",,"BD-700",,"www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-Global-Express/149984"
"149985","2000 Cessna Citation XL","Cessna 560XL Citation Excel","2000","Cessna","Citation",,"5??","560XL","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-XL/149985"
"149986",,"Bombardier Challenger 300","2006","Bombardier","Challenger",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-Challenger-300/149986"
"149987",,"Bombardier Challenger","2008","Bombardier","Challenger",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-Challenger/149987"
"149988",,"Dassault 900EX","2002","Dassault",,,"900","900EX","www.globalplanesearch.com/listing/aircraft-for-sale/Dassault-900EX/149988"
"149989","2008 Cessna Citation CJ2+","Cessna 525A Citation CJ2","2008","Cessna","Citation",,"5??","525A","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-CJ2/149989"
"149990",,"Cessna 550 Citation Bravo","2004","Cessna","Citation",,"5??","550","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-Bravo/149990"
"149991","1985 Hawker 800A","Hawker Siddeley 125-800A","1985","BAe",,,"125","125-800A","www.globalplanesearch.com/listing/aircraft-for-sale/BAe-125-Series---Hawker-800A/149991"
"149992","Agusta/Westland A109 Grand","Agusta AW109S Grand","2008","Agusta","Grand",,"A109","AW109S","www.globalplanesearch.com/listing/aircraft-for-sale/Agusta-Grand/149992"
"149993",,"Eurocopter EC 130-B4","2008","Eurocopter",,,"EC 130","EC 130-B4","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-EC-130-B4/149993"
"150139","Aircraft for sale","Let L-410-UVP-E","1987","Let",,,"L-410","L-410-UVP-E","www.globalplanesearch.com/listing/aircraft-for-auction/Let-L-410-UVP-E/150139"
"150275","2014 Cessna Turbo 206H Stationair","Cessna T206H Turbo Stationair","2014","Cessna","Stationair",,"206","T206H","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Stationair/150275"
"150276","1998 Cessna 182S Skylane","Cessna 182S Skylane","1998","Cessna","Skylane",,"182","182S","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Skylane/150276"
"150277","2006 Aviat Husky A-1B","Aviat Aircraft Inc. A-1B Husky","2006","Aviat Aircraft Inc.","Husky",,"A-1","A-1B","www.globalplanesearch.com/listing/aircraft-for-sale/Aviat-Aircraft-Inc-Husky/150277"
"150278",,"Air Tractor AT-602","2008","Air Tractor",,,"AT-602",,"www.globalplanesearch.com/listing/aircraft-for-sale/Air-Tractor-AT-602/150278"
"150279",,"Air Tractor AT-400","1982","Air Tractor",,,"AT-400",,"www.globalplanesearch.com/listing/aircraft-for-sale/Air-Tractor-AT-400/150279"
"150280","MD 500D","Hughes 369D","1982","Hughes",,,"369","369D","www.globalplanesearch.com/listing/aircraft-for-sale/Hughes-369D/150280"
"150281",,"Thrush Aircraft/Ayres S-2R Thrush","1978","Thrush Aircraft/Ayres","Thrush",,"S-2R",,"www.globalplanesearch.com/listing/aircraft-for-sale/Thrush-Aircraft-Ayres-S-2R/150281"
"150282",,"Thrush Aircraft/Ayres S-2R-T34 Turbo Thrush","2014","Thrush Aircraft/Ayres","Thrush",,"S-2R","S-2R-T34","www.globalplanesearch.com/listing/aircraft-for-sale/Thrush-Aircraft-Ayres-S-2R-T34/150282"
"150283",,"Air Tractor AT-401","1993","Air Tractor",,,"AT-401",,"www.globalplanesearch.com/listing/aircraft-for-sale/Air-Tractor-AT-401/150283"
"150284","1975 Grumman G164A AG CAT","Grumman G-164A AG Cat","1975","Grumman","AG Cat",,"G-164","G-164A","www.globalplanesearch.com/listing/aircraft-for-sale/Grumman-G-164A/150284"
"150285",,"Piper PA-25 Pawnee","1974","Piper","Pawnee",,"PA-25",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Pawnee/150285"
"150637","Low Hours ,Private owned","Antonov An-2 Colt","1990","Antonov","Colt",,"An-2",,"www.globalplanesearch.com/listing/aircraft-for-sale/Antonov-An-2/150637"
"150675","NEW Helicopter - delivery March 2016","Guimbal Cabri","2016","Guimbal","Cabri",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Guimbal-Cabri/150675"
"150819",,"Ilyushin IL-76TD","1984","Ilyushin",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Ilyushin-IL-76TD/150819"
"150820",,"Eurocopter EC 120B Colibri","2001","Eurocopter","Colibri",,"EC 120","EC 120B","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-EC-120B/150820"
"150821","1998 Dassault Falcon 50 EX for Sale","Dassault 50EX Falcon","1998","Dassault","Falcon",,"50","50EX","www.globalplanesearch.com/listing/aircraft-for-sale/Dassault-50EX/150821"
"150822","2012 Meridian For Sale","Piper PA-46-500TP Malibu Meridian","2012","Piper","Malibu",,"PA-46","PA-46-500TP","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Malibu-Meridian/150822"
"150823","2013 NEW PC-12NG For Sale","Pilatus PC-12 NG","2013","Pilatus",,,"PC-12","PC-12 NG","www.globalplanesearch.com/listing/aircraft-for-sale/Pilatus-PC-12-NG/150823"
"150824","1980 Cessna TR182RG II Skylane","Cessna TR182 Turbo Skylane RG II","1980","Cessna","Skylane",,"182","TR182","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-TR182/150824"
"150965","Agusta A-109 MKII for sale , Trade or Parts","Agusta A109A II","1982","Agusta",,,"A109","A109A II","www.globalplanesearch.com/listing/aircraft-for-sale/Agusta-A109/150965"
"150966","180HP-2288 TT-631 SFRM","Piper PA-28-151 Warrior","1974","Piper","Cherokee",,"PA-28","PA-28-151","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Warrior/150966"
"151102","Raven 1","Robinson R-44 Raven","2005","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-R-44/151102"
"151103","2002 ec120 b colibri","Eurocopter EC 120B Colibri","2002","Eurocopter","Colibri",,"EC 120","EC 120B","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-EC-120B/151103"
"151104",,"Bombardier CL-600 Challenger 600","1981","Bombardier","Challenger",,"CL-600",,"www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-Challenger-600/151104"
"151615","Brand new Helicopter","Bell 429","2014","Bell",,,"429",,"www.globalplanesearch.com/listing/aircraft-for-sale/Bell-429/151615"
"151616","1957 CESSNA 182 SKYLANE","Cessna 182S Skylane","1957","Cessna","Skylane",,"182","182S","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182S/151616"
"151643","JETSTREAM 31","BAe J-31 Jetstream","1988","BAe","Jetstream",,"J-31",,"www.globalplanesearch.com/listing/aircraft-for-sale/BAe-J-31/151643"
"151666","Low Hour/Well Maintained Seneca II","Piper PA-34-200T","1978","Piper",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Piper-PA-34-200T/151666"
"151667","1978 Beechcraft C-90 King Air","Beech C90 King Air","1978","Beech","King Air",,"90","C90","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-C90/151667"
"151668",,"Cessna 560 Citation V","1991","Cessna","Citation",,"5??","560","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-V/151668"
"151669",,"Cessna 425 Conquest I","1981","Cessna","Conquest",,"425",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Conquest-I/151669"
"151881","580 Total Time on Helicopter","Robinson R-44 Raven II","2007","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Raven-II/151881"
"151882","1999 Mooney M20-S Eagle","Mooney M20S Eagle","1999","Mooney","Eagle",,"M20","M20S","www.globalplanesearch.com/listing/aircraft-for-sale/Mooney-M20/151882"
"151883","1990 Mooney M20-J","Mooney M20J","1990","Mooney",,,"M20","M20J","www.globalplanesearch.com/listing/aircraft-for-sale/Mooney-M20J/151883"
"151884","1986 Mooney M20-K 252 Rocket","Mooney M20K 252 Rocket","1986","Mooney","Rocket",,"M20","M20K 252","www.globalplanesearch.com/listing/aircraft-for-sale/Mooney-M20K/151884"
"152307","2011 Cirrus SR22 G3 GTS Turbo ""X-Edition""","Cirrus SR-22G3 GTS Turbo X-Edition","2011","Cirrus","X-Edition",,"SR-22","SR-22G3 GTS Turbo","www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SR-22G3-GTS-Turbo/152307"
"152308","SALE PENDING","Mooney M20G Statesman","1969","Mooney","Statesman",,"M20","M20G","www.globalplanesearch.com/listing/aircraft-for-sale/Mooney-M20G/152308"
"152460","All major inspection currently being completed !!!","Hawker Siddeley 125-800B","1989","Hawker Siddeley",,,"125","125-800B","www.globalplanesearch.com/listing/aircraft-for-sale/Hawker-Siddeley-125-800B/152460"
"152461",,"Zlin Aerospace Z-50LA","1981","Zlin Aerospace",,,"Z-50","Z-50LA","www.globalplanesearch.com/listing/aircraft-for-share/Zlin-Aerospace-Z-50LA/152461"
"152462",,"Learjet 45-XR","2006","Learjet",,,"45","45-XR","www.globalplanesearch.com/listing/aircraft-for-sale/Learjet-45-XR/152462"
"152463","Basket, Tanks, Burner","Thunder & Colt 42 42 x 48 Basket","1992","Thunder & Colt","Basket",,"42",,"www.globalplanesearch.com/listing/aircraft-for-sale/Thunder-&-Colt-42-x-48-Basket/152463"
"152464","1989 Astra 1125","IaI 1125 Astra","1989","IaI","Astra",,"1125",,"www.globalplanesearch.com/listing/aircraft-for-sale/IaI-Astra/152464"
"152563","meticulously maintained aircraft with all options","Cirrus SR-22G3 GTS","2009","Cirrus",,,"SR-22","SR-22G3 GTS","www.globalplanesearch.com/listing/aircraft-for-sale/Cirrus-SR-22G3-GTS/152563"
"152564","1991 Bell 206 BIII Jet Ranger for Sale","Bell 206B3 JetRanger III","1991","Bell","JetRanger",,"206","206B3","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-206B3/152564"
"152565","Sale Pending","Beech 35 Bonanza","1965","Beech","Bonanza",,"3?","35","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-35/152565"
"152566","1954 E35 59 SMOH Great Paint","Beech E35 Bonanza","1954","Beech","Bonanza",,"3?","E35","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-35/152566"
"152713","MD500D For Sale","McDonnell Douglas MD-500D","1982","MD Helicopters",,,"MD-500","MD-500D","www.globalplanesearch.com/listing/aircraft-for-sale/MD-Helicopters-MD500D/152713"
"152714",,"Eurocopter AS 350B3e Ecureuil","2012","Eurocopter","Ecureuil",,"AS 350","AS 350B3e","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B3e/152714"
"152876","2009 Learjet 45XR","Learjet 45-XR","2009","Learjet",,,"45","45-XR","www.globalplanesearch.com/listing/aircraft-for-sale/Learjet-45-XR/152876"
"152980","Cherokee 6-300 - Great Plane","Piper PA-32-300 Cherokee 6","1967","Piper","Cherokee 6",,"PA-32","PA-32-300","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-PA-32-300/152980"
"152981",,"Cessna 310B","1958","Cessna",,,"310","310B","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-310B/152981"
"153086","Aircraft Available for ACMI Lease","Boeing 787","2014","Boeing",,,"787",,"www.globalplanesearch.com/listing/aircraft-for-lease/Boeing-787/153086"
"153087","King Air B90 for sale - Make an Offer!!","Beech B90 King Air","1968","Beech","King Air",,"90","B90","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-King-Air/153087"
"153088","Low Time Dakota AP, 3 Blade, 2010 Paint","Piper PA-28-236 Dakota","1981","Piper","Cherokee",,"PA-28","PA-28-236","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Dakota/153088"
"153089","PIPER CHEROKEE 180 FOR LEASE","Piper PA-28-180 Cherokee","1970","Piper","Cherokee",,"PA-28","PA-28-180","www.globalplanesearch.com/listing/aircraft-for-lease/Piper-PA-28-180/153089"
"153221","1996 Pilatus PC 12/45","Pilatus PC-12/45","1996","Pilatus",,,"PC-12","PC-12/45","www.globalplanesearch.com/listing/aircraft-for-sale/Pilatus-PC-12/153221"
"153222","BeechJet Hawker 700A","Beech Beechjet","1983","Beech","Beechjet",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Beech-BeechJet-Hawker-700A/153222"
"153223","Beechjet","Beech 400A Beechjet","1995","Beech","Beechjet",,"400","400A","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-400A/153223"
"153224",,"Bombardier Challenger 605","2009","Bombardier","Challenger",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-Challenger-605/153224"
"153225",,"Cessna 525A Citation CJ2","2005","Cessna","Citation",,"5??","525A","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-CJ2/153225"
"153226","Dassault Falcon 900B","Dassault 900B Falcon","1989","Dassault","Falcon",,"900","900B","www.globalplanesearch.com/listing/aircraft-for-sale/Dassault-900B/153226"
"153227","1996 iDassault Falcon 2000","Dassault 2000 Falcon","1996","Dassault","Falcon",,"2000",,"www.globalplanesearch.com/listing/aircraft-for-sale/Dassault-Falcon/153227"
"153228",,"Embraer Legacy 600","2009","Embraer","Legacy",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Embraer-Legacy-600/153228"
"153229","2008 PC12/4 NG","Pilatus PC-12 NG","2008","Pilatus",,,"PC-12","PC-12 NG","www.globalplanesearch.com/listing/aircraft-for-sale/Pilatus-PC-12-NG/153229"
"153230",,"Cessna 500 Citation I","1980","Cessna","Citation",,"5??","500","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-I/153230"
"153231","Cessna Citation 500","Cessna 500 Citation","1976","Cessna","Citation",,"5??","500","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation/153231"
"153326","Low time B2 for sale","Eurocopter AS 350B2 Ecureuil","2008","Eurocopter","Ecureuil",,"AS 350","AS 350B2","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B2/153326"
"153327","Extra 300 in excellent condition","Extra Flugzeugbau EA-300","1993","Extra Flugzeugbau",,,"EA-300",,"www.globalplanesearch.com/listing/aircraft-for-sale/Extra-Flugzeugbau-EA-300/153327"
"153338","Beechcraft B60 Duke","Beech B60 Duke","1975","Beech","Duke",,"60","B60","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-B60/153338"
"153359","Nice one of Extra 300","Extra Flugzeugbau EA-300","1995","Extra Flugzeugbau",,,"EA-300",,"www.globalplanesearch.com/listing/aircraft-for-sale/Extra-Flugzeugbau-EA-300/153359"
"153498","Zenair CH-601XL-B - Multi Award Winner!","Zenair CH-601 XL-B Zodiac","2011","Zenair","Zodiac",,"CH-601","CH-601 XL-B","www.globalplanesearch.com/listing/aircraft-for-sale/Zenair-CH-601-XL-B/153498"
"153499","1991 Mil Mi-8MTV-1 for Lease","Mil MI-8MTV-1","1991","Mil",,,"MI-8","MI-8MTV-1","www.globalplanesearch.com/listing/aircraft-for-lease/Mil-MI-8MTV-1/153499"
"153500","2 available-for sale or lease BK117-850D2","Eurocopter BK 117","1985","Eurocopter",,,"BK 117",,"www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-BK-117/153500"
"153501","For sale or lease BK117-B2","Eurocopter BK 117B2","1988","MBB",,,"BK 117","BK 117B2","www.globalplanesearch.com/listing/aircraft-for-sale/MBB-BK117-B2/153501"
"153502","Contact for more Information!","Eurocopter AS 350B3 Ecureuil","2000","Eurocopter","Ecureuil",,"AS 350","AS 350B3","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B3/153502"
"153503",,"Eurocopter BK 117B2","1990","Eurocopter",,,"BK 117","BK 117B2","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-BK-117B2/153503"
"153504",,"Adams A55S","1999","Adams",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Adams-A55S/153504"
"154393","SOLD","Fairchild Swearingen Merlin 300","1984","Fairchild Swearingen","Merlin",,"SA227","SA227-TT","www.globalplanesearch.com/listing/aircraft-for-sale/Fairchild-Swearingen-Merlin-300/154393"
"154394","Cessna 150H for sale","Cessna 150H","1968","Cessna",,,"150","150H","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-150H/154394"
"154499","Piper Cherokee 140 - Real Bargain!","Piper PA-28-140 Cherokee","1966","Piper","Cherokee",,"PA-28","PA-28-140","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Cherokee/154499"
"154500","1966 Piper Cherokee 140 -Beauty!","Piper PA-28-140 Cherokee","1966","Piper","Cherokee",,"PA-28","PA-28-140","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Cherokee/154500"
"154501","Piper Seneca II - Reduced Price!","Piper PA-34 Seneca II","1978","Piper","Seneca",,"PA-34",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Seneca-II/154501"
"154616","Boieng 777 VVIP","Boeing 777-200ER","2009","Boeing",,,"777","777-200ER","www.globalplanesearch.com/listing/aircraft-for-sale/Boeing-777-200ER/154616"
"154658","JABIRU 3300 ENGINE","Alpi Aviation 300 Pioneer Hawk","2008","Alpha Aviation","Pioneer",,"300",,"www.globalplanesearch.com/listing/aircraft-for-sale/Alpha-Aviation-PIONEER-300-HAWK/154658"
"154759","2001 Aviat Huskey A-1B Incl: 2 sets of wheels (1 Tundra set)","Aviat Aircraft Inc. A-1B","2001","Aviat Aircraft Inc.",,,"A-1","A-1B","www.globalplanesearch.com/listing/aircraft-for-sale/Aviat-Aircraft-Inc-A-1B/154759"
"154760",,"Mitsubishi MU-300-1A","1980","Mitsubishi",,,"MU-300","MU-300-1A","www.globalplanesearch.com/listing/aircraft-for-sale/Mitsubishi-MU-300-1A/154760"
"154872","EMBRAER 135LR","Embraer ERJ-135LR","2002","Embraer",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Embraer-ERJ-135LR/154872"
"154873",,"Enstrom F-280FX","1993","Enstrom",,,"F-280","F-280FX","www.globalplanesearch.com/listing/aircraft-for-sale/Enstrom-F-280FX/154873"
"154983","GREAT AIRPLANE","Vans RV-6","2002","Vans",,,"RV-6",,"www.globalplanesearch.com/listing/aircraft-for-sale/Vans-RV-6/154983"
"154984","2010 Legacy 600","Embraer Legacy 600","2010","Embraer","Legacy",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Embraer-Legacy-600/154984"
"155089",,"Dyn Aero MCR.01","2005","Dyn Aero",,,"MCR.01",,"www.globalplanesearch.com/listing/aircraft-for-sale/Dyn-Aero-MCR01/155089"
"155090",,"Hawker Siddeley 125-700A","1980","Hawker Siddeley",,,"125","125-700A","www.globalplanesearch.com/listing/aircraft-for-sale/Hawker-Siddeley-125-700A/155090"
"155091",,"Beech 400 Beechjet","1987","Beech","Beechjet",,"400",,"www.globalplanesearch.com/listing/aircraft-for-sale/Beech-400/155091"
"155207","Great shape","Thunder & Colt 90","1993","Thunder & Colt",,,"90",,"www.globalplanesearch.com/listing/aircraft-for-sale/Thunder-&-Colt-90/155207"
"155223","2004 VVIP Eurocopter AS 365N3 for Sale","Eurocopter AS 365N3 Dauphin II","2004","Eurocopter","Dauphin",,"AS 365","AS 365N3","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-365N3/155223"
"155251",,"Aces High Cuby","1975","Aces High","Cuby",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Aces-High-Cuby/155251"
"155252",,"Advanced Aviation","1999","Advanced Aviation",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Advanced-Aviation/155252"
"155313","For sale by the owner","Bell 206L4 LongRanger IV","2008","Bell","LongRanger",,"206","206L4","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-206L4/155313"
"155314","Aircraft available for ACMI Lease","Fokker 50","1990","Fokker",,,"50",,"www.globalplanesearch.com/listing/aircraft-for-acmi-lease/Fokker-50/155314"
"155315","2012 with 114 TT","Stoddard-Hamilton Glastar","2012","Stoddard-Hamilton","Glastar",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Stoddard-Hamilton-Glastar/155315"
"155316","Custom FALCON N-numbers  -  N50FL  -  N900DX  -  N900LX  -  N17X  -  N8X -  all available for transfer","Dassault 900DX Falcon","2014","Dassault","Falcon",,"900","900DX","www.globalplanesearch.com/listing/aircraft-for-position/Dassault-Falcon/155316"
"155317","Turbo Skylane RG","Cessna TR182 Turbo Skylane RG II","1980","Cessna","Skylane",,"182","TR182","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Turbo-Skylane-RG-II/155317"
"155900","Make an Offer! 1989 Gulfstream IV!","Gulfstream GIV","1989","Gulfstream",,,"GIV",,"www.globalplanesearch.com/listing/aircraft-for-sale/Gulfstream-GIV/155900"
"156008",,"McDonnell Douglas MD-500E","1996","McDonnell Douglas",,,"MD-500","MD-500E","www.globalplanesearch.com/listing/aircraft-for-sale/McDonnell-Douglas-MD-500E/156008"
"156009",,"IaI 1124 Westwind II","1983","IaI","Westwind",,"1124",,"www.globalplanesearch.com/listing/aircraft-for-sale/IaI-Westwind-II/156009"
"156010",,"Gulfstream GIV","1989","Gulfstream",,,"GIV",,"www.globalplanesearch.com/listing/aircraft-for-sale/Gulfstream-GIV/156010"
"156011",,"Robinson R-44 Raven II","2005","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Raven-II/156011"
"156012",,"MiG 21PF","1965","MiG",,,"21","21PF","www.globalplanesearch.com/listing/aircraft-for-sale/MiG-21PF/156012"
"156013",,"Robinson R-44 Raven II","2004","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Raven-II/156013"
"156014",,"Beech 45/T-34B Mentor","1956","Beech","Mentor",,"45","45/T-34B","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-T-34B/156014"
"156015",,"Dassault Mirage","1991","Dassault","Mirage",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Dassault-Mirage-III/156015"
"156016",,"MiG 21UM","1980","MiG",,,"21","21UM","www.globalplanesearch.com/listing/aircraft-for-sale/MiG-21UM/156016"
"156017",,"Siai Marchetti SM.1019A","1976","Siai Marchetti",,,"SM.1019","SM.1019A","www.globalplanesearch.com/listing/aircraft-for-sale/Siai-Marchetti-SM1019A/156017"
"156018","Beech E55 Baron","Beech E55 Baron","1979","Beech","Baron",,"5?","E55","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-E55/156018"
"156019","Cessna C-421B RAM","Cessna 421B Golden Eagle","1973","Cessna","Golden Eagle",,"421","421B","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-421B/156019"
"156128","Dassault Falcon 20F-5","Dassault 20F-5 Falcon","1979","Dassault","Falcon",,"20","20F-5","www.globalplanesearch.com/listing/aircraft-for-sale/Dassault-20F-5/156128"
"156212","Quick Divorce Sale, Priced to Sell!","Pietenpol Aircamper","2007","Pietenpol","Aircamper",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Pietenpol-Aircamper/156212"
"156220","Extra 200","Extra Flugzeugbau EA-200","2001","Extra Flugzeugbau",,,"EA-200",,"www.globalplanesearch.com/listing/aircraft-for-sale/Extra-Flugzeugbau-EA-200/156220"
